experiment,epochs,sampler,train_loss,val_loss,train_iou,val_iou,inner_val_auc,inner_val_precision,inner_val_norm_precision,inner_val_runid,metric_source
E0,25,common-visible,0.733147633665139,0.9079136668360802,0.8320377334223851,0.7962475833142723,64.88564254894908,84.07117042170017,82.89254123115482,28125,E1-ep25 reused after exact network-state hash match
E1,50,common-visible,0.7371713659962017,0.9697602560972785,0.8302956029838984,0.7801322127939759,61.57544804925601,79.23110025599509,78.78970278475006,28150,direct threemdot_val
E2,25,independent-view,0.756253889213006,0.9354802296628079,0.825930342290137,0.7865791731445972,61.1306919910538,79.02091868086208,79.17744345892443,28225,direct threemdot_val
E3,50,independent-view,0.740845487733682,0.9697599014576102,0.8307054520712965,0.7816194448082204,61.73877224622022,79.2505596685227,79.78079443558322,28350,direct threemdot_val
