epoch,train_total_loss,train_giou_loss,train_l1_loss,train_focal_loss,train_iou,val_total_loss,val_giou_loss,val_l1_loss,val_focal_loss,val_iou,lr_group0,lr_group1
24,0.7531640293101471,0.18079742602507287,0.014096654461075851,0.3210859053740796,0.8274512189494235,0.9196997680394203,0.2246366832239317,0.01973175297121048,0.37176763788596084,0.7908022054429575,8.000000000000001e-06,2.4000000000000003e-06
25,0.756253889213006,0.18335646584298876,0.014859333637273967,0.3152442893182031,0.825930342290137,0.9354802296628079,0.22859183686939785,0.01960770302550094,0.3802580399423798,0.7865791731445972,8.000000000000001e-06,2.4000000000000003e-06
26,0.7577120351692038,0.18358830808268653,0.014661827306366637,0.3172262826038319,0.8257968276871565,0.8898959844613886,0.2189100450585445,0.01746769228023801,0.36473743043737844,0.7925302692806869,8.000000000000001e-06,2.4000000000000003e-06
27,0.7747354035476836,0.18569952719741392,0.015036899599764106,0.32815185247754874,0.8243024876117703,0.9585954686909014,0.2351786587221313,0.021487401901294414,0.38080113922343745,0.7837372397250245,8.000000000000001e-06,2.4000000000000003e-06
28,0.7422256765365605,0.17893819422192048,0.01414904194449386,0.3136040780653711,0.8297308181126912,0.9762096140208311,0.23654201308036238,0.019980248908799486,0.4032243402270556,0.7787247242243321,8.000000000000001e-06,2.4000000000000003e-06
29,0.7504447082976502,0.17929752711455024,0.01399922391523919,0.32185353369462444,0.828991929398643,0.9616761067599957,0.23751968395051254,0.02060954011943517,0.38358903974925485,0.7795859671956497,8.000000000000002e-07,2.4000000000000003e-07
30,0.7442760410606858,0.1776761627064812,0.013732485033571721,0.3202612910108744,0.8299870678252647,0.9390064904237174,0.23097722123438444,0.019525390070217277,0.37942510055388035,0.7840192574549488,8.000000000000002e-07,2.4000000000000003e-07
31,0.737386739724212,0.17789791966809165,0.013834271453320968,0.3124195438827284,0.8297995112604578,0.9774006066209702,0.23346970616814913,0.020258311251985205,0.40916964028913827,0.7824894593042484,8.000000000000002e-07,2.4000000000000003e-07
32,0.7486421003639699,0.1816363509760962,0.01470774425731765,0.311830677423937,0.8279112903939361,0.9532929704044802,0.2258058987199304,0.020137453094828683,0.4009939095589751,0.7903646471878635,8.000000000000002e-07,2.4000000000000003e-07
33,0.7410843172669416,0.17673743601640055,0.013870221120615808,0.3182583402983016,0.8313528870840867,0.9768252136076196,0.22894487204611183,0.01977259373880005,0.4200725010077431,0.787312135658162,8.000000000000002e-07,2.4000000000000003e-07
34,0.7274924896525017,0.17417830716239097,0.013337388781209792,0.3124489305312225,0.8328830804295003,0.9543771971143299,0.22925077429217236,0.019457955326745532,0.3985858731961241,0.7854084382082688,8.000000000000002e-07,2.4000000000000003e-07
35,0.7540132256779409,0.1824485998551051,0.014493594397273303,0.31664805329735934,0.826770996398396,0.9272272645524052,0.2256632257060357,0.019474961154109755,0.3785260048754674,0.7899364218673602,8.000000000000002e-07,2.4000000000000003e-07
36,0.7419728542566295,0.1764700823360018,0.013503079323718954,0.3215172935145799,0.8309381974339487,0.9737842505309671,0.23459785762317678,0.020605267525223906,0.40156219919326724,0.7826516734778135,8.000000000000002e-07,2.4000000000000003e-07
37,0.7352169990738237,0.17599522038300847,0.013726079956524896,0.31459615797911644,0.831900872402721,0.9411776669044547,0.22876695669696073,0.020218102078811796,0.38255324297079907,0.7876450290335689,8.000000000000002e-07,2.4000000000000003e-07
38,0.7508879285554086,0.18132486417558463,0.014307287883013489,0.3167017609029491,0.8271182560125978,0.9369393991648405,0.228266976999514,0.02060749049924327,0.37736799121616843,0.788520094757624,8.000000000000002e-07,2.4000000000000003e-07
39,0.7477528390751957,0.17775849864217955,0.013851405212862631,0.3229788146886147,0.8300019480519826,0.927730677440205,0.2215161695943584,0.017818619425735586,0.395605240468311,0.7905316781551442,8.000000000000002e-07,2.4000000000000003e-07
40,0.7184103414846795,0.1743977960215675,0.013223828530146002,0.3034956069697315,0.8329591597583553,0.9719479825885541,0.22835248363421753,0.01887160511737202,0.42088499154360975,0.7858039293663972,8.000000000000002e-07,2.4000000000000003e-07
41,0.7449306933449378,0.17859999010297994,0.014205213659339485,0.3167046456648452,0.8300761363307635,0.9275317421571457,0.22639259674757328,0.01993579569533335,0.3750675659935505,0.7904752539653405,8.000000000000002e-07,2.4000000000000003e-07
42,0.7421370167467326,0.17794903812143525,0.013927475229319591,0.31660156476746004,0.8303306792179748,0.9488488566694837,0.2280128833019372,0.020066618124179123,0.39248999939823076,0.7886581090735454,8.000000000000002e-07,2.4000000000000003e-07
43,0.7403528607951274,0.17946774045626324,0.013977439219339024,0.3115301831915017,0.8289749724997415,0.9529392622052667,0.22992742210360986,0.01945191128561257,0.39582486185510807,0.7850634412650759,8.000000000000002e-07,2.4000000000000003e-07
44,0.7274533460901844,0.17644992065429685,0.013951351702213283,0.3047967451737366,0.8316791309184496,0.9620197189311076,0.22782599862246583,0.02026684291713909,0.40503350699423357,0.7886546628147943,8.000000000000002e-07,2.4000000000000003e-07
45,0.7548868930041794,0.17816087212827472,0.013856658520383947,0.32928185572723573,0.8295140619145491,0.9217143791616496,0.2250137141044128,0.018755967800178405,0.37790711481894457,0.7894392256855752,8.000000000000002e-07,2.4000000000000003e-07
46,0.7340031847887566,0.17801505086157052,0.013727397720019017,0.3093360945890763,0.8294270266426932,0.9887726707466998,0.23694270376428136,0.021975430962090085,0.4050101076444501,0.7818350976253337,8.000000000000002e-07,2.4000000000000003e-07
47,0.7291102970275621,0.17373016948170147,0.013188635231720083,0.3157067817601168,0.8334150386651349,0.9027046772407337,0.2195097121431653,0.018120856917464914,0.37308097036336274,0.7932630000161193,8.000000000000002e-07,2.4000000000000003e-07
48,0.7594382872283457,0.18300905263423928,0.014496427911851111,0.32093804133766257,0.8255906145837575,0.9067436858294482,0.222721298641912,0.01924113654025204,0.36509540402239177,0.792561897353905,8.000000000000002e-07,2.4000000000000003e-07
49,0.7559452252752242,0.18008289508024847,0.014119794725129997,0.32518046196964,0.8282601884330315,0.9620019269977665,0.23282254108770659,0.019751121766480115,0.39760123750812476,0.7833340008097321,8.000000000000002e-07,2.4000000000000003e-07
50,0.740845487733682,0.1775972950193617,0.014001530666732114,0.3156432440478561,0.8307054520712965,0.9697599014576102,0.2324628966483628,0.019242450369126873,0.4086218560280514,0.7816194448082204,8.000000000000002e-07,2.4000000000000003e-07
