target,e0_auc,b1_auc,delta_auc,effect,bbox_area_mean,keep_ratio_mean,pruned_search_tokens_mean,bbox_area_keep_ratio_pearson_samples
md3016,64.3298969072165,49.522173130420555,-14.807723776795939,harmful,0.0645164547130224,0.43154116030092593,145.52546296296296,-0.2438754005840923
md3027,80.74698189134809,80.53459646769507,-0.21238542365301782,harmful,0.06463417794726703,0.4933459051724138,129.70344827586206,-0.21063704633142694
md3034,56.98220615712365,58.8034993975588,1.8212932404351534,helpful,0.06612657741936562,0.557250692016317,113.34382284382285,-0.024043687674321343
md3048,55.223120694818796,45.118298891883796,-10.104821802935,harmful,0.0661663127685684,0.6501736111111112,89.55555555555556,-0.1112501467112145
md3055,67.14600709423833,70.28774121095087,3.1417341167125414,helpful,0.06556922866789537,0.5559176891615542,113.68507157464212,-0.057251492930959526
