epoch,train_total_loss,train_giou_loss,train_l1_loss,train_focal_loss,train_iou,val_total_loss,val_giou_loss,val_l1_loss,val_focal_loss,val_iou,lr_group0,lr_group1
11,0.8188905818727285,0.19771081419785813,0.016454712350335386,0.3371252304754325,0.8133698923985163,0.8931254595783727,0.22017632926849123,0.018179370161750218,0.3597394157260816,0.7933005815149415,8.000000000000001e-06,2.4000000000000003e-06
12,0.8087590334349215,0.19441674909326756,0.01603424985872376,0.3356642689661948,0.8159251159429546,0.969951166919102,0.23234726215003862,0.02065540246711962,0.39978469189450655,0.7857058060997946,8.000000000000001e-06,2.4000000000000003e-06
13,0.8111703610685136,0.19491876660452942,0.015810823036978644,0.3385450127607004,0.8154389150407567,0.9426017416352261,0.2229590705478042,0.019402778528152618,0.39782626814924404,0.7922790124879595,8.000000000000001e-06,2.4000000000000003e-06
14,0.8039775339066986,0.19334565926922717,0.015798211000445834,0.33440727892383504,0.8174301054080327,0.9562818618647343,0.2293299270823678,0.01974312805549081,0.39715719428959273,0.7865788723058241,8.000000000000001e-06,2.4000000000000003e-06
15,0.796191351380614,0.18870257903469909,0.01462494856615861,0.34174502723270794,0.8196689493589927,0.9730326407414706,0.23207911078730165,0.01998103067026525,0.4072327462988683,0.7841474011195102,8.000000000000001e-06,2.4000000000000003e-06
16,0.7816788300342025,0.1881398691998589,0.014699758187350292,0.32803080351562774,0.8203762308624062,0.9749127428268153,0.23213401511178727,0.020777527860460433,0.40471712298485407,0.7862916937539496,8.000000000000001e-06,2.4000000000000003e-06
17,0.7960242314835383,0.18912628953986707,0.015705700109816274,0.33513039846956283,0.8214686032798554,0.9955365272926141,0.2367328223697643,0.021361555404456434,0.41343469453918286,0.7812880652686063,8.000000000000001e-06,2.4000000000000003e-06
18,0.785474553753932,0.1881055415074031,0.015425624420659397,0.32828659991676756,0.8220596745941371,1.0073827038155518,0.24109968319933678,0.020957976375472413,0.4186607853404901,0.7761249679295138,8.000000000000001e-06,2.4000000000000003e-06
19,0.7713686964710553,0.18599853971269392,0.014812251170890208,0.32170307741493975,0.823197533202047,1.028328803851005,0.24046843627769887,0.020989288262186205,0.44077028020130665,0.7773967843350027,8.000000000000001e-06,2.4000000000000003e-06
20,0.7980419394804376,0.19247899744245722,0.01611858735026584,0.3288909799778936,0.8187865619924333,0.9232268452431855,0.227379659652285,0.018781278503198783,0.3732615993156906,0.7877055138827646,8.000000000000001e-06,2.4000000000000003e-06
21,0.7739459332095242,0.1853066422409482,0.014657558713522228,0.3265874425750742,0.8238224771022795,0.9599778827233327,0.23317247591979146,0.019904028471565926,0.3924439259756642,0.7836159704097027,8.000000000000001e-06,2.4000000000000003e-06
22,0.7679897024465928,0.18367838961548277,0.0144392234178053,0.3245091123807037,0.8246756939623086,0.9526991552263234,0.23047175886584265,0.019965015964353475,0.38999651624022624,0.7861102150617014,8.000000000000001e-06,2.4000000000000003e-06
23,0.8057786538965174,0.19260088821252191,0.015685695543885235,0.3383135099786128,0.8179054293235137,0.9571685840686158,0.23812472172174434,0.02068387844173134,0.3756727608378959,0.7793680450176812,8.000000000000001e-06,2.4000000000000003e-06
24,0.7581671209567123,0.1797298289272522,0.01432961763193208,0.32300642254684736,0.8287044302092662,0.9866699730701837,0.2365013656344218,0.0210333761963296,0.4068794498168623,0.780388399719554,8.000000000000001e-06,2.4000000000000003e-06
25,0.7767446691195166,0.18607037491268563,0.01516520879127912,0.3248287398490221,0.8236087916824555,0.9651867824867234,0.22991248779330858,0.019728736912104534,0.4052006945714565,0.7870331937829017,8.000000000000001e-06,2.4000000000000003e-06
