epoch,loader,atp_threshold_mean,atp_threshold_std,bbox_area_keep_ratio_pearson,bbox_area_mean,bbox_area_std,compensation_activation_ratio_mean,compensation_activation_ratio_std,keep_ratio_mean,keep_ratio_std,kept_search_tokens_mean,kept_search_tokens_std,pruned_search_tokens_mean,pruned_search_tokens_std,samples,view_A_keep_ratio_mean,view_A_threshold_mean,view_B_keep_ratio_mean,view_B_threshold_mean,view_C_keep_ratio_mean,view_C_threshold_mean
6,train,0.46474661826093994,0.017507186455855465,-0.07706378024317387,0.06608189356233925,0.02405121231485886,0.36864453125,0.14873036167647685,0.63135546875,0.14873036167647696,161.627,38.0749725891781,94.373,38.074972589178074,18000,0.62945703125,0.46630301158130166,0.6448919270833333,0.4640455776900053,0.6197174479166667,0.4638912655115128
6,val,0.4644010789798649,0.017478853960110466,-0.08366171292106511,0.06578834452243014,0.02404798142672619,0.4374286291221034,0.15386790471361025,0.5625713708778967,0.15386790471361017,144.01827094474154,39.390183606684204,111.98172905525847,39.390183606684225,4488,0.5681374289772727,0.46499249998500003,0.5541966076203209,0.4636081286412191,0.5653800760360963,0.46460260831337563
7,train,0.4646202458573712,0.016891649896860983,-0.07560197540001351,0.06587739278877981,0.024028879768280106,0.35722113715277776,0.14829730125663926,0.6427788628472222,0.14829730125663926,164.55138888888888,37.96410912169965,91.4486111111111,37.96410912169965,18000,0.642306640625,0.4663119694391886,0.6536451822916667,0.46401375182469684,0.632384765625,0.4635350163082282
7,val,0.46455848282750917,0.016211201097441702,-0.09966336717934621,0.06567795073062367,0.022894873188036922,0.42560108205213903,0.15022169348723002,0.5743989179478609,0.15022169348723002,147.0461229946524,38.456753532730886,108.9538770053476,38.456753532730886,4488,0.5764564881350267,0.4656589805163483,0.5657456341911765,0.4638736193830317,0.5809946315173797,0.46414284858314747
8,train,0.46445344000723626,0.017493809285834355,-0.07925343731222477,0.06606800866194276,0.024089625003949115,0.35790364583333334,0.14778895406758305,0.6420963541666667,0.14778895406758305,164.37666666666667,37.83397224130126,91.62333333333333,37.83397224130126,18000,0.64126953125,0.4661388221581777,0.6510729166666667,0.4638689372589191,0.6339466145833333,0.46335256060461205
8,val,0.4649741597632992,0.016542283967925436,-0.085453094810126,0.06636167885366256,0.024105799290190723,0.425775157364082,0.14960974620584744,0.574224842635918,0.14960974620584744,147.001559714795,38.300095028696944,108.99844028520499,38.300095028696944,4488,0.5783704461898396,0.4662261353457038,0.5647325158756684,0.464375191373143,0.579571565842246,0.4643211525710509
9,train,0.4646523410876592,0.017452694594960707,-0.07707783836611483,0.06579402239165372,0.023878280119632587,0.3570859375,0.14670072816614504,0.6429140625,0.14670072816614504,164.586,37.55538641053313,91.414,37.55538641053313,18000,0.641634765625,0.46630248447259265,0.6533274739583333,0.4642438863068819,0.6337799479166667,0.46341065248350305
9,val,0.4649320728014391,0.016280163886481742,-0.10217789852235112,0.06556802828017616,0.023685493008436,0.43301756071746883,0.15030107787375285,0.5669824392825312,0.15030107787375285,145.147504456328,38.47707593568073,110.85249554367202,38.47707593568073,4488,0.5723282921122995,0.46598549531822536,0.5569879052473262,0.4641009062170026,0.5716311204879679,0.4647098168690893
10,train,0.46479628564086223,0.01720478210489879,-0.0735806241099006,0.06585172513101457,0.023815453661864015,0.3561493055555556,0.14768865970391198,0.6438506944444444,0.14768865970391198,164.82577777777777,37.80829688420147,91.17422222222223,37.80829688420147,18000,0.6449225260416667,0.46660506950318814,0.6539557291666667,0.4642154409885407,0.632673828125,0.463568346430858
10,val,0.46635612689370354,0.01603128376954577,-0.07789011155804514,0.06603644993122992,0.023999323293349212,0.40834238524955435,0.15457558773107863,0.5916576147504456,0.15457558773107863,151.4643493761141,39.57135045915613,104.53565062388591,39.57135045915613,4488,0.5933426637700535,0.46696114207413747,0.5857625543114974,0.46608579270342454,0.5958676261697861,0.4660214459035486
11,train,0.46511198637386164,0.017044153191986343,-0.08554193272939384,0.06573494761908014,0.02387191300283463,0.36101822916666665,0.15308638302294064,0.6389817708333333,0.15308638302294061,163.57933333333332,39.1901140538728,92.42066666666666,39.190114053872804,18000,0.637125,0.46648584271967414,0.650970703125,0.4648976890097062,0.628849609375,0.4639524273922046
11,val,0.46434767763404283,0.016906086277055334,-0.08915495212105184,0.06539791177729154,0.0235018295861311,0.43431964405080214,0.15553744098081013,0.5656803559491979,0.15553744098081013,144.81417112299465,39.81758489108739,111.18582887700535,39.81758489108739,4488,0.5681113176804813,0.46471256348379153,0.55731168532754,0.4639959981973796,0.5716180648395722,0.4643344712209574
12,train,0.46475594109462365,0.01696970680457745,-0.06515239328209306,0.06601253433618695,0.023928093840892267,0.35563671875,0.15406168541992754,0.64436328125,0.15406168541992754,164.957,39.43979146750145,91.043,39.43979146750145,18000,0.6430052083333333,0.4663979539771875,0.6551236979166667,0.46448047456145286,0.6349609375,0.46338939474523066
12,val,0.46490674836431595,0.016118224860820166,-0.06981049094866852,0.06610581858511914,0.02384702401929935,0.4305326356394831,0.15436698409467534,0.5694673643605169,0.15436698409467534,145.78364527629233,39.517947928236886,110.21635472370767,39.517947928236886,4488,0.5732500208890374,0.4654900982059578,0.5668031417112299,0.4648773163397682,0.5683489304812834,0.4643528305472218
13,train,0.4651548126621379,0.016854544473952522,-0.06527156398972787,0.06574897636193783,0.024139847452669654,0.3694828559027778,0.15169558584671816,0.6305171440972223,0.15169558584671794,161.4123888888889,38.83406997675979,94.58761111111112,38.83406997675985,18000,0.6300084635416666,0.4669398557593425,0.6426614583333333,0.46471163815259936,0.6188815104166666,0.46381294407447177
13,val,0.4650004150714466,0.016434756256500146,-0.08983870616511841,0.06623746336930815,0.023423686513136484,0.4493110099153298,0.14925855389720047,0.5506889900846702,0.14925855389720047,140.97638146167557,38.21018979768332,115.02361853832443,38.21018979768332,4488,0.5573665190508021,0.46581412102768127,0.5431776403743316,0.4643529548762954,0.551522810828877,0.4648341693103632
14,train,0.4649563530418608,0.017132551057249767,-0.07285181247982306,0.06572042541236928,0.023598777974388453,0.36361393229166666,0.1514755420855298,0.6363860677083333,0.15147554208552977,162.91483333333332,38.77773877389562,93.08516666666667,38.77773877389563,18000,0.6354029947916666,0.4665364794780811,0.648515625,0.46467850615580875,0.6252395833333333,0.4636540734916925
14,val,0.46431473934103246,0.016698025970192466,-0.07245782100485841,0.06609974501599722,0.023889366424805346,0.4470636976381462,0.15154945822718935,0.5529363023618539,0.15154945822718935,141.5516934046346,38.79666130616047,114.44830659536542,38.79666130616047,4488,0.5557267296122995,0.46512781017843413,0.545373600434492,0.4637707728434374,0.5577085770387701,0.4640456350012259
15,train,0.46485359068214893,0.01700350170693883,-0.07826794954310597,0.06613421903121182,0.024256584477938502,0.36326063368055556,0.15266893628531192,0.6367393663194445,0.15266893628531192,163.0052777777778,39.08324768903985,92.99472222222222,39.08324768903985,18000,0.6354622395833334,0.4665414871275425,0.64771875,0.4642798000276089,0.627037109375,0.4637394848912954
15,val,0.46414349555517687,0.016438485165936965,-0.07253958047661309,0.06658993607782053,0.023867417075971557,0.45314153715463457,0.14698128220425943,0.5468584628453654,0.14698128220425943,139.99576648841355,37.627208244290415,116.00423351158645,37.627208244290415,4488,0.5585963611296791,0.46573238419418667,0.5340099640708557,0.46303932516173246,0.5479690633355615,0.4636587773096115
16,train,0.46470615229838425,0.01721956821851163,-0.08865742394752789,0.06587478075533484,0.023812138189385407,0.36453602430555554,0.15508428187642526,0.6354639756944445,0.15508428187642526,162.67877777777778,39.701576160364866,93.32122222222222,39.701576160364866,18000,0.63655859375,0.466429717262586,0.645689453125,0.464019207701087,0.6241438802083333,0.46366953193147975
16,val,0.46473869189301276,0.016528339867972405,-0.07694533711287212,0.06598989961962688,0.024165554555796415,0.4384635068516043,0.15152183842500222,0.5615364931483957,0.15152183842500222,143.7533422459893,38.78959063680057,112.2466577540107,38.78959063680057,4488,0.5662313043114974,0.4652529926223551,0.5536691594251337,0.4643616197820016,0.5647090157085561,0.46460146327468166
17,train,0.46491685821281536,0.01701602391333249,-0.0746807311198603,0.06591148356213752,0.023776093452789467,0.3599225260416667,0.15622185445154083,0.6400774739583334,0.15622185445154083,163.85983333333334,39.99279473959445,92.14016666666667,39.99279473959445,18000,0.6376334635416666,0.4663010934094588,0.652482421875,0.4645626150617997,0.6301165364583333,0.4638868661671877
17,val,0.4646267643241534,0.016592081925362427,-0.07845708279109012,0.06575964530597901,0.02416823618052027,0.44592089321524064,0.15067658416964466,0.5540791067847594,0.15067658416964466,141.8442513368984,38.57320554742903,114.1557486631016,38.57320554742903,4488,0.5631527824197861,0.46536486197442295,0.5507943056483957,0.46433138974847643,0.5482902322860963,0.4641840412495608
18,train,0.46482394360171425,0.016983200188247553,-0.07955806162022024,0.0659321120406708,0.024143298054704214,0.365638671875,0.15656826630018042,0.634361328125,0.15656826630018042,162.3965,40.08147617284619,93.6035,40.08147617284619,18000,0.636615234375,0.4665540408492088,0.64493359375,0.46448163355886934,0.62153515625,0.46343615639706454
18,val,0.4645624222323538,0.015978683898034276,-0.06735268937168483,0.06639918347873763,0.02430857465459411,0.45209795565953653,0.1485892773508724,0.5479020443404634,0.1485892773508724,140.26292335115863,38.038855001823336,115.73707664884135,38.038855001823336,4488,0.5585284717580213,0.46576946985753465,0.5422376336898396,0.46394426260083754,0.5429400275735294,0.4639735342386891
19,train,0.4651101204852263,0.016696557063591855,-0.07874606042797845,0.06577092377903561,0.024026746636119794,0.37312196180555557,0.15508121167510805,0.6268780381944444,0.15508121167510805,160.48077777777777,39.70079018882766,95.51922222222223,39.70079018882766,18000,0.6320859375,0.4669238567749659,0.6382024739583333,0.46447410013278323,0.610345703125,0.4639324045479298
19,val,0.4648060208641378,0.016828330037867597,-0.09583285908985606,0.06536650790753251,0.023982147040598013,0.4543374345476827,0.1501696655097653,0.5456625654523173,0.1501696655097653,139.68961675579322,38.443434370499915,116.31038324420678,38.443434370499915,4488,0.5590585310828877,0.4656193949043113,0.5364174256350267,0.4638791127917282,0.5415117396390374,0.4649195548963738
20,train,0.464352541776167,0.017447972129064265,-0.06308105060105623,0.06567288649920375,0.02370089513717991,0.378849609375,0.15665236067013397,0.621150390625,0.15665236067013397,159.0145,40.103004331554295,96.9855,40.103004331554295,18000,0.6229173177083334,0.4659759021351735,0.6331009114583334,0.4638614003509283,0.6074329427083334,0.4632203228423993
20,val,0.4638603062446955,0.01707056772342927,-0.09409333916213623,0.06599120876283689,0.024191416349260923,0.4731184199532086,0.14661932767222519,0.5268815800467914,0.14661932767222519,134.8816844919786,37.53454788408965,121.1183155080214,37.53454788408965,4488,0.5402610085227273,0.46486113511304805,0.5247273980614974,0.46374525791183513,0.5156563335561497,0.4629745257092032
21,train,0.46450939105616673,0.017640799655008737,-0.0662019620815884,0.06575847488155381,0.02385114180077386,0.3835991753472222,0.15757977159982337,0.6164008246527778,0.15757977159982337,157.79861111111111,40.34042152955478,98.20138888888889,40.34042152955478,18000,0.6156178385416666,0.466287580182155,0.6284973958333333,0.4639167981296778,0.6050872395833333,0.4633237948566675
21,val,0.4647961958592057,0.01693098492660941,-0.12018385840423625,0.06557740198088056,0.023530317477252576,0.45671008104946526,0.14848372195081191,0.5432899189505348,0.14848372195081197,139.0822192513369,38.011832819407864,116.9177807486631,38.01183281940785,4488,0.552679541276738,0.46581643024947555,0.5324589530414439,0.46353842499342196,0.5447312625334224,0.4650337323347196
22,train,0.4654162521428532,0.017346284198984582,-0.07707472214689297,0.06579737068200484,0.023936094930471608,0.3694192708333333,0.15999926780957013,0.6305807291666666,0.15999926780956994,161.42866666666666,40.959812559249904,94.57133333333333,40.959812559249954,18000,0.6310638020833333,0.4669609024822712,0.641046875,0.464865570868055,0.6196315104166666,0.4644222830782334
22,val,0.4641697144471175,0.01733743648017317,-0.09530574913624558,0.06607178529125178,0.024093028033670524,0.4545889733734403,0.15575215249701072,0.5454110266265597,0.15575215249701072,139.6252228163993,39.87255103923474,116.37477718360071,39.87255103923474,4488,0.5542201077874331,0.46536084832274976,0.5389580548128342,0.46398313751912373,0.5430549172794118,0.4631651574994791
23,train,0.4646674693193701,0.017306656403287567,-0.08828789792136917,0.06580565000904931,0.02376636231305485,0.37278580729166666,0.16000648167382445,0.6272141927083333,0.16000648167382445,160.56683333333334,40.96165930849906,95.43316666666666,40.96165930849906,18000,0.627748046875,0.46619750969111917,0.6386184895833333,0.46423682787021003,0.6152760416666667,0.46356807039678094
23,val,0.4647420257887738,0.01719897305867372,-0.10264118952549033,0.06590739996072881,0.023957542006497655,0.447421422404189,0.14949944151052694,0.5525785775958111,0.1494994415105269,141.46011586452764,38.27185702669489,114.53988413547238,38.271857026694896,4488,0.5536952707219251,0.4651363012306193,0.5470212232620321,0.4641556516688138,0.5570192388034759,0.4649341244668884
24,train,0.46452093741959993,0.017409241369277895,-0.07408704209020882,0.06579334412908389,0.02392360502155792,0.3685629340277778,0.15852746758999656,0.6314370659722223,0.15852746758999656,161.6478888888889,40.58303170303912,94.35211111111111,40.58303170303912,18000,0.632998046875,0.46629015177985034,0.6431126302083333,0.4638708580682675,0.6182005208333333,0.463401802410682
24,val,0.46447637762854443,0.01654694383486904,-0.11554394261793169,0.0658855077058555,0.02407880934636699,0.45960495348707664,0.14320281628723838,0.5403950465129234,0.14320281628723838,138.34113190730838,36.659920969533026,117.65886809269162,36.659920969533026,4488,0.5499274105949198,0.46550052919808554,0.5376237675467914,0.463681784244304,0.5336339613970589,0.4642468194432437
25,train,0.4649583315120803,0.01737158963234092,-0.0663038398714426,0.065854013110511,0.023931596960121145,0.36972482638888887,0.15677757989522614,0.6302751736111111,0.15677757989522603,161.35044444444443,40.135060453177864,94.64955555555555,40.13506045317789,18000,0.629185546875,0.46657837708791094,0.64286328125,0.46427721887330214,0.6187766927083334,0.4640193985750278
25,val,0.4646819925231198,0.01704404245124869,-0.10138048016795619,0.06541397858082372,0.023246063032868195,0.46062155330882354,0.14622128083179092,0.5393784466911765,0.14622128083179095,138.0808823529412,37.43264789293848,117.91911764705883,37.432647892938476,4488,0.5495670746991979,0.46483454942942304,0.5339760193850267,0.46482028965564337,0.5345922459893048,0.46439113848429314
