target_id,local_auc,both_d1_auc,oracle_single_d1_auc,both_d1_minus_local,oracle_single_d1_minus_local,both_e3_auc,oracle_single_e3_auc,both_e3_minus_local,oracle_single_e3_minus_local,d1_minus_e3_both_auc,d1_minus_e3_oracle_single_auc
md3016,0.643298969072165,0.6391916216658485,0.6550482736049746,-0.004107347406316464,0.011749304532809646,0.6436753395516283,0.6590738013418426,0.00037637047946326163,0.015774832269677574,-0.0044837178857797255,-0.004025527736867929
md3027,0.8074698189134809,0.799449474625531,0.8123602727475966,-0.008020344287949954,0.004890453834115682,0.8047032193158953,0.8147216633132127,-0.0027665995975856283,0.0072518443997318105,-0.005253744690364326,-0.0023613905656161283
md3034,0.5698220615712365,0.5708872474549042,0.5884016973125884,0.001065185883667663,0.018579635741351908,0.5644088218345644,0.587755600956921,-0.005413239736672071,0.017933539385684538,0.006478425620339734,0.0006460963556673693
md3048,0.552231206948188,0.5282120395327942,0.5705300988319856,-0.024019167415393783,0.01829889188379763,0.55759209344115,0.5710092842168314,0.005360886492962069,0.018778077268643445,-0.029380053908355852,-0.00047918538484581497
md3055,0.6714600709423832,0.6635167152854814,0.6832792363422217,-0.007943355656901852,0.011819165399838405,0.673144610159278,0.6833066272237972,0.0016845392168947093,0.011846556281413956,-0.00962789487379656,-2.7390881575550807e-05
