scope,variant,sequence_count,auc,precision,normalized_precision,mean_iou,auc_delta_vs_local,remote_help_available_ratio,gt_oracle
all,local,15,0.6488564254894907,0.8407117042170016,0.8289254123115484,0.6914925965433164,0.0,0.11884851624361725,False
all,sender0_only,15,0.646705948811518,0.8429006439340643,0.8302264643193544,0.6891863908100101,-0.0021504766779727458,0.11884851624361725,False
all,sender1_only,15,0.6504607500355848,0.8408735223100227,0.8288085658427078,0.6934987554667447,0.0016043245460940492,0.11884851624361725,False
all,both,15,0.6489428002241017,0.8416642712206538,0.8301637788055201,0.6917453726740708,8.637473461092782e-05,0.11884851624361725,False
all,oracle_single,15,0.662076458365821,0.8444568542867323,0.8388726973049653,0.7063208032574892,0.013220032876330223,0.11884851624361725,True
all,oracle_4,15,0.6625730859466515,0.8444568542867323,0.8396844306942135,0.7068914202497438,0.0137166604571608,0.11884851624361725,True
